"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"1055","cetaphil-moisturising-cream-sensitive-skin",NA,"theoraclesydney","it was good value for the money",2022-07-16,5,"verified purchase"
"1056","cetaphil-moisturising-cream-sensitive-skin",NA,"izz","its a good product and good moisturising cream rrp is too high amazon price is slowly increasing usually you can find good discounted price in local pharmacy",2022-12-30,5,"verified purchase"
"1057","cetaphil-moisturising-cream-sensitive-skin",NA,"siena","i love cetaphil hence the purchase but i was a little confused when i bought two i received two different products as in different packaging but the most confusing part is the ingredients used were different see photos  the smaller one is the store bought which ive used all of for eczema great moisturisation ill add this is the same as the right side photo  it has citric acid as the second last ingredient the one being sold in the image and on the left is the older cetaphil with no dermatologist tested stamp and has no citric acid but tocopheral and tocopheryl acetate i prefer the newer one ofcourse as this has been working for us but disappointed that what should be the same products when ordered is two different ones",2022-12-22,5,"verified purchase"
"1058","cetaphil-moisturising-cream-sensitive-skin",NA,"u nadanapatham","love this product really works on eczema skin we have been using years on our young daughter from baby doesnt sting on any cuts or open wounds unlike other brands and thick enough to work  ive now got on amazon subscription and couldnt be happier with price for the large container beats other shops with their regular  sale and its delivered straight to my door  perfect for slathering straight after showerbath and keeps skin hydrated  really works",2023-01-12,4,"verified purchase"
"1059","cetaphil-moisturising-cream-sensitive-skin",NA,"emma ri","arrived with a broken seal wasnt worth the time for returning",2022-05-10,5,"verified purchase"
"1060","cetaphil-moisturising-cream-sensitive-skin",NA,"emma ri","cream is a little dried  out  when opened it",2021-01-09,3,"verified purchase"
"1061","cetaphil-moisturising-cream-sensitive-skin",NA,"vavalanski","i have been using this product for my daughter since she was  year old because of her dry skin now good to find it is available on amazon with good price  nice",2024-01-07,4,"verified purchase"
"1062","cetaphil-moisturising-cream-sensitive-skin",NA,"rr","the only bit wonder is petroleum still in use but might be creatable at the company",2023-11-26,5,"verified purchase"
"1063","cetaphil-moisturising-cream-sensitive-skin",NA,"william","the cream is in solid state was it meant to be the same",2022-03-04,3,"verified purchase"
"1064","cetaphil-moisturising-cream-sensitive-skin",NA,"yongmei ou","good quality product",2021-11-11,5,"verified purchase"
"1065","cetaphil-moisturising-cream-sensitive-skin",NA,"srikanth","ive used cetaphil for years on and off i always come back to this moisturiser when i need it knowing itll sort my dryness i have eczema and super dry skin so this product is a favourite thicker and richer than other products it only takes ones application for me to feel smooth and refreshed",2022-10-22,4,"verified purchase"
"1066","cetaphil-moisturising-cream-sensitive-skin",NA,"srikanth","good priceand long expires",2022-10-08,3,"verified purchase"
"1067","cetaphil-moisturising-cream-sensitive-skin",NA,"aalap joshi","low price",2020-04-25,3,"verified purchase"
"1068","cetaphil-moisturising-cream-sensitive-skin",NA,"lex oakley","i have sensitive skin so decided to give this a try my skin started feeling super hot after using this dont know how it got so many great reviews",2022-07-06,5,"verified purchase"
"1069","cetaphil-moisturising-cream-sensitive-skin",NA,"jiyeon soul","have very dry eczema prone skin after only one week all resolved totally recommend trying great price too",2021-08-05,5,"verified purchase"
"1070","cetaphil-moisturising-cream-sensitive-skin",NA,"vamsi","my daughter has sensitive dry skin and this does the job",2023-09-10,5,"verified purchase"
"1071","cetaphil-moisturising-cream-sensitive-skin",NA,"vavalanski","using for ketosis pilgrims and dry skin and its amazing",2024-01-07,4,"verified purchase"
"1072","cetaphil-moisturising-cream-sensitive-skin",NA,"rr","very good and feel great",2023-11-26,5,"verified purchase"
"1073","cetaphil-moisturising-cream-sensitive-skin",NA,"edie","its great product for keeping my body moisturise after hot shower in this winter",2021-04-21,3,"verified purchase"
"1074","cetaphil-moisturising-cream-sensitive-skin",NA,"winston","its cheap and good nothing really beats it i have sensitive skin and i appreciate that it doesnt have a scent to it as that usually irritates my skin it will last for a long time",2021-06-26,5,"verified purchase"
"1075","cetaphil-moisturising-cream-sensitive-skin",NA,"vasvanathan somasundaram","fast shipping as described",2020-08-29,5,"verified purchase"
"1076","cetaphil-moisturising-cream-sensitive-skin",NA,"garazi",NA,2018-09-22,5,"verified purchase"
"1077","cetaphil-moisturising-cream-sensitive-skin",NA,"co","very moisturising",2020-09-27,5,"verified purchase"
"1078","cetaphil-moisturising-cream-sensitive-skin",NA,"mo","very moisturising feels like a night cream but way cheaper",2023-07-12,5,"verified purchase"
"1079","cetaphil-moisturising-cream-sensitive-skin",NA,"mo","best moisturizing cream in the market",2020-06-19,1,"verified purchase"
"1080","cetaphil-moisturising-cream-sensitive-skin",NA,"suwandi","good moisturiser cream",2019-06-17,1,NA
"1081","cetaphil-moisturising-cream-sensitive-skin",NA,"vavalanski","im currently prescribed tretinoin for my skin which can cause a lot of irritation and dryness ive tried many things and this cream is the only one that gives enough moisture to my skin without causing any reaction or redness a blessing",2024-01-07,4,"verified purchase"
"1082","cetaphil-moisturising-cream-sensitive-skin",NA,"rr","really good moisturising cream not only for kids but for adults too i find the texture and consistency really good for applying quickly to your body and the cream doesnt stick to your hand that much and can be quickly and easily washed with wateri have used both qv moisturising cream and the cetaphil and find them both to be really good just get the one thats cheapest at the time you need it in comparison to e which i havent use e is more expensive per gram and suspect it will be thicker too if your child does not have eczema you can always stick to cetaphil or qv i have used the cetaphil for my child who has mild eczema and it has helped a great deal too",2023-11-26,5,"verified purchase"
"1083","cetaphil-moisturising-cream-sensitive-skin",NA,"serina","since the formula states it binds water to the skin preventing moisture loss i found it best to apply this immediately after a shower while my skin was still a little wet once i started doing this i noticed my skin remained hydrated for a lot longer though it is rich a little goes a long way and it absorbs quicklyi am very happy with this and i will continue using this as my go to body moisturizer overall it is also very good value for money",2021-07-17,3,"verified purchase"
"1084","cetaphil-moisturising-cream-sensitive-skin",NA,"ron","hands get really dry with constant washing in covid times  i have used cetaphil moisturizing cream in large jars as it provides the best relief for itchy dry skin  i use on body as well  it does not leave a sticky residue or make my skin shiny unlike other lotions  it is gentle on the skin my default moisturizer",2021-01-26,5,"verified purchase"
"1085","cetaphil-moisturising-cream-sensitive-skin",NA,"preemo","a little goes a long way its thick but absorbs fast and isnt greasy has almost no detectable scent really good for very dry skin i even used it on my face after pregnancy hormones dried it up severely",2021-10-11,5,"verified purchase"
"1086","cetaphil-moisturising-cream-sensitive-skin",NA,"mj de g","the delivery is super fast again the cream itself is quite thick yet left any residue it doesnt irritate the skin like many others wife is a big fan of the cream cant recommend enough",2020-09-18,5,"verified purchase"
"1087","cetaphil-moisturising-cream-sensitive-skin",NA,"red panda","i have ultra dry skin and this is the only cream that keeps my skin moisturised",2021-06-02,5,"verified purchase"
"1088","cetaphil-moisturising-cream-sensitive-skin",NA,"jz","very moisturised good for sensitive skina must have in winter",2020-08-15,5,"verified purchase"
"1089","cetaphil-moisturising-cream-sensitive-skin",NA,"sharangan","just use a small amount",2020-10-14,5,"verified purchase"
"1090","cetaphil-moisturising-cream-sensitive-skin",NA,"iris p","just love it really great for the skin",2021-07-03,5,NA
"1091","cetaphil-moisturising-cream-sensitive-skin","incredible cream for sensitive skin","vavalanski","creamy smooth leg",2024-01-07,4,"verified purchase"
"1092","cetaphil-moisturising-cream-sensitive-skin","product is duplicate","rr","the product is very large and has not been used yet but the outer packing is very simple",2023-11-26,5,"verified purchase"
"1093","cetaphil-moisturising-cream-sensitive-skin","the best for dry skins stays all day fine","bob ironmonger","very good on itchy skin",2023-03-18,3,"verified purchase"
"1094","cetaphil-moisturising-cream-sensitive-skin","good","gyy","i love that it is fragrance free and free of harmful chemicals or allergens it is not greasy and keeps my skin wellhydrated my favorite",2020-10-22,5,"verified purchase"
"1095","cetaphil-moisturising-cream-sensitive-skin","good for face and body","ross light","totally disappointed delivered product is duplicate",2023-08-23,5,"verified purchase"
"1096","cetaphil-moisturising-cream-sensitive-skin","where a cream is best used face or body ","sadie","while the delivery was superfast i was disappointed how i ordered for the conventional blue lid cream and i got the fragrancefree with the green lid item i know the green lid is supposed to be smelling better and less sticky but i wanted the blue one only if its out of stock or not manufactured for any reasons i request to change the picture and item description to the green one still decided to use and not return will see next time",2021-10-15,5,"verified purchase"
"1097","cetaphil-moisturising-cream-sensitive-skin","how do i know what it really is","himmat prajapat","its good for dry skin odorless is good",2022-04-13,5,"verified purchase"
"1098","cetaphil-moisturising-cream-sensitive-skin",NA,"mrinal pathak","good for face and body",2016-10-05,1,"verified purchase"
"1099","cetaphil-moisturising-cream-sensitive-skin",NA,"hip goddess","i ordered this product to use on my face as it was discribed on the original photo i have a sever skin condition as a result of having covid and had just used the last of the cetaphil fir face the one i received just says moistening cream and is much thicker so i am considering sending it back as i have plenty of the moistening cream",2022-06-15,4,"verified purchase"
"1100","cetaphil-moisturising-cream-sensitive-skin",NA,"denise vicky matou","product had been opened the seal was broken",2021-10-08,5,NA
"1101","cetaphil-moisturising-lotion-skin-types",NA,"jan grutzner","does exactly what it says leaves my skin feeling great and spreads far",2024-01-31,4,"verified purchase"
"1102","cetaphil-moisturising-lotion-skin-types",NA,"min","cant beat this moisturizer absorbs fast doesnt leave greasy hands face or body and a little bit goes a long way paired this with the cetaphil sensitive face wash and have had minimal breakouts since and helps with my oildry skin as someone with sensitive skin i highly reccomed purchasing this",2023-08-18,5,"verified purchase"
"1103","cetaphil-moisturising-lotion-skin-types",NA,"tomtho","this lotion is absorbed very quickly and keeps my skin soft without a layer of grease on it it has no scent so it doesnt interfere with any perfume you might be wearing this is the best lotion i have ever tried",2022-05-04,2,"verified purchase"
"1104","cetaphil-moisturising-lotion-skin-types",NA,"skye","i bought this after my dermatologist recommended it and it seems a very good product",2020-06-13,5,"verified purchase"
"1105","cetaphil-moisturising-lotion-skin-types",NA,"snapper","makes the skin soft and supple and is not greasy or oily gets absorbed easily and skin feels hydrated i highly recommend this lotion",2020-12-13,5,"verified purchase"
"1106","cetaphil-moisturising-lotion-skin-types",NA,"john","great product as good as the brand name moisturisers without the fragrances its obsorbrd quickly by the skinbricks and morter retail pricing is around  for the  litre pump that said it frequently on sale and can easily be purchased for  off this price",2021-12-25,5,"verified purchase"
"1107","cetaphil-moisturising-lotion-skin-types",NA,"simonov kortovi","does what it says doesnt irritate my skin and is affordable",2021-06-15,5,"verified purchase"
"1108","cetaphil-moisturising-lotion-skin-types",NA,"ash long","this is a very good moisturizing lotion and does just what its supposed to do recommended",2019-06-27,5,"verified purchase"
"1109","cetaphil-moisturising-lotion-skin-types",NA,"grace","it is the best moisture for your body plus face and suitable for whole family it is available in lowest price on amazon as compare to anyother place",2021-10-31,5,"verified purchase"
"1110","cetaphil-moisturising-lotion-skin-types",NA,"inhope","ive used this for years and never lets me down so gentle for sensitive acne prone skin i never break out with this",2021-07-30,5,"verified purchase"
"1111","cetaphil-moisturising-lotion-skin-types",NA,"jan grutzner","my husband uses this moisturiser regularly as he very dry skin it is very good",2024-01-31,4,"verified purchase"
"1112","cetaphil-moisturising-lotion-skin-types",NA,"min","amazing moisturiser for sensitive dry skin",2023-08-18,5,"verified purchase"
"1113","cetaphil-moisturising-lotion-skin-types",NA,"rs","best moisturizing lotion for my skin typeeasy to lather not sticky",2021-03-06,2,"verified purchase"
"1114","cetaphil-moisturising-lotion-skin-types",NA,"meagan","doing a good job has cleared my manly sensitive skin without causing irritation",2021-08-09,5,"verified purchase"
"1115","cetaphil-moisturising-lotion-skin-types",NA,"lma","love this product use it all the time great for sensitive skin thankyou",2021-03-29,5,"verified purchase"
"1116","cetaphil-moisturising-lotion-skin-types",NA,"adam crammond","good moisturiser for all year round",2020-11-13,5,"verified purchase"
"1117","cetaphil-moisturising-lotion-skin-types",NA,"tracey m","my skin feels amazing and i have oily sensative skin love",2020-10-10,5,"verified purchase"
"1118","cetaphil-moisturising-lotion-skin-types",NA,"jubz","great price and great product",2021-03-03,5,"verified purchase"
"1119","cetaphil-moisturising-lotion-skin-types",NA,"marc f","good",2020-07-17,5,"verified purchase"
"1120","cetaphil-moisturising-lotion-skin-types",NA,"chris","item was broken when it arrived the pump action was broken off the nozzle",2019-03-31,5,"verified purchase"
"1121","cetaphil-moisturising-lotion-skin-types","best moisturizer","jan grutzner","this has no smells therefore i apply my fragrance over the moisturised area to make the fragrance last longer ",2024-01-31,4,"verified purchase"
"1122","cetaphil-moisturising-lotion-skin-types","its simply super","min","skin seems to be so such relaxed and refreshed and smooth in love with this product",2023-08-18,5,"verified purchase"
"1123","cetaphil-moisturising-lotion-skin-types","makes  skin as silky and young as a beauty","tom w","exactly what i was looking for needed a non heavy moisturiser for the sticky summer months",2020-03-24,2,"verified purchase"
"1124","cetaphil-moisturising-lotion-skin-types","not fragrance free as mentioned","tj champ","great product great value for money and gets the job done well for my skin",2022-01-07,5,"verified purchase"
"1125","cetaphil-moisturising-lotion-skin-types",NA,"jessylucy","good product",2023-03-15,5,"verified purchase"
"1126","cetaphil-moisturising-lotion-skin-types",NA,"thomas queenan","bought this for my daughter because she breaks out with eczema from time to time so i helps stop the itching and adds moisture to her skin we bought this on the recommendation of her doctor i chose amazon because it was cheaper and convenient it was delivered taped up as to avoid leakage so no problem upon arrival",2021-03-19,5,"verified purchase"
"1127","cetaphil-moisturising-lotion-skin-types",NA,"sue","its the best moisturizer i stopped using all fancy products and only use this",2020-05-05,5,"verified purchase"
"1128","cetaphil-moisturising-lotion-skin-types",NA,"consumer downunder","its creates wonder on skin",2022-06-29,5,"verified purchase"
"1129","cetaphil-moisturising-lotion-skin-types",NA,"naazia shamim","skin care",2021-11-16,5,"verified purchase"
"1130","cetaphil-moisturising-lotion-skin-types",NA,"gopibabu srungavarapu","though the seller mentions it is imported and fragrance free the one i received is not it is made in india with fragrance farnesol",2022-01-04,5,NA
"1131","cetaphil-moisturising-lotion-skin-types",NA,"jan grutzner",NA,2024-01-31,4,NA
"1132","cetaphil-moisturising-lotion-skin-types",NA,"min",NA,2023-08-18,5,NA
"1133","cetaphil-moisturising-lotion-skin-types",NA,NA,NA,NA,2,NA
"1134","cetaphil-moisturising-lotion-skin-types",NA,NA,NA,NA,NA,NA
"1135","cetaphil-moisturising-lotion-skin-types",NA,NA,NA,NA,NA,NA
"1136","cetaphil-moisturising-lotion-skin-types",NA,NA,NA,NA,NA,NA
"1137","cetaphil-moisturising-lotion-skin-types",NA,NA,NA,NA,NA,NA
"1138","cetaphil-moisturising-lotion-skin-types",NA,NA,NA,NA,NA,NA
"1139","cetaphil-moisturising-lotion-skin-types",NA,NA,NA,NA,NA,NA
"1140","cetaphil-moisturising-lotion-skin-types",NA,NA,NA,NA,NA,NA
"1141","cetaphil-moisturising-lotion-skin-types",NA,"jan grutzner",NA,2024-01-31,4,NA
"1142","cetaphil-moisturising-lotion-skin-types",NA,"min",NA,2023-08-18,5,NA
"1143","cetaphil-moisturising-lotion-skin-types",NA,NA,NA,NA,2,NA
"1144","cetaphil-moisturising-lotion-skin-types",NA,NA,NA,NA,NA,NA
"1145","cetaphil-moisturising-lotion-skin-types",NA,NA,NA,NA,NA,NA
"1146","cetaphil-moisturising-lotion-skin-types",NA,NA,NA,NA,NA,NA
"1147","cetaphil-moisturising-lotion-skin-types",NA,NA,NA,NA,NA,NA
"1148","cetaphil-moisturising-lotion-skin-types",NA,NA,NA,NA,NA,NA
"1149","cetaphil-moisturising-lotion-skin-types",NA,NA,NA,NA,NA,NA
"1150","cetaphil-moisturising-lotion-skin-types",NA,NA,NA,NA,NA,NA
"1151","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,4,NA
"1152","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1153","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1154","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1155","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1156","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1157","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1158","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1159","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1160","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1161","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,4,NA
"1162","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1163","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1164","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1165","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1166","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1167","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1168","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1169","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1170","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1171","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,4,NA
"1172","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1173","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1174","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1175","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1176","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1177","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1178","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1179","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1180","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1181","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,4,NA
"1182","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1183","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1184","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1185","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1186","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1187","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1188","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1189","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1190","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1191","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,4,NA
"1192","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1193","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1194","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1195","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1196","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1197","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1198","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1199","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1200","cetaphil-daily-hydrating-lotion-hyaluronic",NA,NA,NA,NA,NA,NA
"1201","cetaphil-liposomal-lotion-resistant-protection","damaged product","jason camilo","i have opened the packet and found the product is all messed up there is leak at the bottom of the bottle such a waste of money the return date is also over",2024-01-03,4,"verified purchase"
"1202","cetaphil-liposomal-lotion-resistant-protection","unsealed box with broken pump bottle was received","laurie cano","unsealed box was received",2023-10-24,5,"verified purchase"
"1203","cetaphil-liposomal-lotion-resistant-protection",NA,"sudipta ghosh",NA,2023-04-12,3,NA
"1204","cetaphil-liposomal-lotion-resistant-protection",NA,"gurpreet k",NA,2022-03-27,1,NA
"1205","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,1,NA
"1206","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1207","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1208","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1209","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1210","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1211","cetaphil-liposomal-lotion-resistant-protection",NA,"jason camilo",NA,2024-01-03,4,NA
"1212","cetaphil-liposomal-lotion-resistant-protection",NA,"laurie cano",NA,2023-10-24,5,NA
"1213","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,3,NA
"1214","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1215","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1216","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1217","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1218","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1219","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1220","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1221","cetaphil-liposomal-lotion-resistant-protection",NA,"jason camilo",NA,2024-01-03,4,NA
"1222","cetaphil-liposomal-lotion-resistant-protection",NA,"laurie cano",NA,2023-10-24,5,NA
"1223","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,3,NA
"1224","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1225","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1226","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1227","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1228","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1229","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1230","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1231","cetaphil-liposomal-lotion-resistant-protection",NA,"jason camilo",NA,2024-01-03,4,NA
"1232","cetaphil-liposomal-lotion-resistant-protection",NA,"laurie cano",NA,2023-10-24,5,NA
"1233","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,3,NA
"1234","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1235","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1236","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1237","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1238","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1239","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1240","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1241","cetaphil-liposomal-lotion-resistant-protection",NA,"jason camilo",NA,2024-01-03,4,NA
"1242","cetaphil-liposomal-lotion-resistant-protection",NA,"laurie cano",NA,2023-10-24,5,NA
"1243","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,3,NA
"1244","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1245","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1246","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1247","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1248","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1249","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1250","cetaphil-liposomal-lotion-resistant-protection",NA,NA,NA,NA,NA,NA
"1251","cetaphil-baby-gentle-shampoo-400ml","good","laurie cano","perfect for my little guy",2023-10-24,4,"verified purchase"
"1252","cetaphil-baby-gentle-shampoo-400ml",NA,"mj","this is a great product and my goto every timelol  review with  star that complains they received a  manufactured batch in  which expires in  so they should discard perfectly fine products simply because they introduced new brandingget over yourself two bottles wont last two years xd",2022-09-11,5,"verified purchase"
"1253","cetaphil-baby-gentle-shampoo-400ml",NA,"jess saunders","my babys face got eczema cant use it i have to finish it not recommend for eczema baby",2019-11-07,3,"verified purchase"
"1254","cetaphil-baby-gentle-shampoo-400ml",NA,"alienz","product is good but seller needs to improve package to avoid leakage as shown in the photo  shampoo is all over the place when i open the package",2022-10-06,5,"verified purchase"
"1255","cetaphil-baby-gentle-shampoo-400ml",NA,"nicholas","easy on babys skin would prefer if it came in larger bottles though",2021-09-30,5,"verified purchase"
"1256","cetaphil-baby-gentle-shampoo-400ml",NA,"amazon customer","smells good but seriously burns the eyes and does nothing for any skin conditions",2021-06-29,2,NA
"1257","cetaphil-baby-gentle-shampoo-400ml",NA,"amazon customer","nothing to complaint just great",2022-09-23,1,NA
"1258","cetaphil-baby-gentle-shampoo-400ml",NA,"jasmine","good",2022-01-18,1,NA
"1259","cetaphil-baby-gentle-shampoo-400ml",NA,"miz",NA,2023-01-21,5,NA
"1260","cetaphil-baby-gentle-shampoo-400ml",NA,"h cakir",NA,2021-05-27,5,NA
"1261","cetaphil-baby-gentle-shampoo-400ml",NA,"laurie cano",NA,2023-10-24,4,NA
"1262","cetaphil-baby-gentle-shampoo-400ml",NA,"mj",NA,2022-09-11,5,NA
"1263","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,3,NA
"1264","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1265","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1266","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1267","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1268","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1269","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1270","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1271","cetaphil-baby-gentle-shampoo-400ml",NA,"laurie cano",NA,2023-10-24,4,NA
"1272","cetaphil-baby-gentle-shampoo-400ml",NA,"mj",NA,2022-09-11,5,NA
"1273","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,3,NA
"1274","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1275","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1276","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1277","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1278","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1279","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
"1280","cetaphil-baby-gentle-shampoo-400ml",NA,NA,NA,NA,NA,NA
