"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"988","Nike-Sportswear-Joggers-Midnight-X-Large","Ottimo prodotto","Nicusor&Silvia","Acquistati prima in negozio sportivi,poi qui per prezzo più basso e poi trovati ad un prezzo ancora più basso al Conad. Insomma tre prezzi diversi in due mesi quindi non si capisce bene quale sia il prezzo giusto ma davvero molto comodi e validi.","Reviewed in Italy on 12 January 2022","5.0 out of 5 stars","Verified Purchase"
"989","Nike-Sportswear-Joggers-Midnight-X-Large","Nike...","Marco Iorio","Misure giuste con gamba non larga,quindi vestibilità perfetta...peccato solo perda molti “pelucchi”! Migliora leggermente dopo il primo lavaggio e colore che non stinge.","Reviewed in Italy on 17 April 2021","5.0 out of 5 stars","Verified Purchase"
"990","Nike-Sportswear-Joggers-Midnight-X-Large","Veramente belli e comodi","Lele asr","Pantalone morbido e comodo veramente bello!!! Unica cosa che forse non è adatto per l'estate ma piu per la primavera perché è proprio leggero !! Però lo consiglio qualità prezzo ottimo","Reviewed in Italy on 6 May 2020","4.0 out of 5 stars","Verified Purchase"
"991","Nike-Sportswear-Joggers-Midnight-X-Large","buoni","luisella b.","molto buoni","Reviewed in Italy on 3 January 2023","4.4 out of 5 stars","Verified Purchase"
"992","Nike-Sportswear-Joggers-Midnight-X-Large","Tolle Hose","denise","Ich habe die Hose für meine Tochter bestellt, passend zum Pullover. Passt perfekt, sind sehr zufrieden.","Reviewed in Germany on 7 November 2021","5.0 out of 5 stars","Verified Purchase"
"993","Nike-Sportswear-Joggers-Midnight-X-Large","Als Geschenk","Amazon-Kunde","War ein Geschenk.  Soll aber mega bequem sein","Reviewed in Germany on 26 January 2022","5.0 out of 5 stars","Verified Purchase"
"994","Nike-Sportswear-Joggers-Midnight-X-Large","perfekt","Christoph Kolatek","sehr gut","Reviewed in Germany on 15 May 2022","5.0 out of 5 stars","Verified Purchase"
"995","Nike-Sportswear-Joggers-Midnight-X-Large","Top Qualität !","Sevim Amtmann","Super bequem und Kuschel weich!","Reviewed in Germany on 9 January 2022","5.0 out of 5 stars","Verified Purchase"
"996","Nike-Sportswear-Joggers-Midnight-X-Large","Mangelhaft","Pseudonym","Einmal getragen und schon siehste in der Hose aus,wie ein alter Sack.Als hätte ich sie schon 5 Jahre getragen.Ne,ne.Die Hose geht zurück.","Reviewed in Germany on 24 September 2021","5.0 out of 5 stars","Verified Purchase"
"997","Nike-Sportswear-Joggers-Midnight-X-Large","Nach dem Waschen verformt und eingelaufen","Henning Peters","Ist eine sehr schöne Hose. Tolle Verarbeitung, angenehm weich usw.Nach dem ersten Waschen jedoch völlig aus der Form und eingelaufen. Geht zurück, schade.","Reviewed in Germany on 22 January 2021","2.0 out of 5 stars","Verified Purchase"
"998","Nike-Sportswear-Joggers-Midnight-X-Large","Sehr zufrieden","Ana Maria","Mein Mann hat sich sehr gefreut schnell und super Hose!","Reviewed in Germany on 23 November 2020","2.0 out of 5 stars","Verified Purchase"
"999","Nike-Sportswear-Joggers-Midnight-X-Large","Geile Hose","Patrick Petter","Beste Jogginghose von NikeGute Passform und Farbe .","Reviewed in Germany on 12 August 2020","5.0 out of 5 stars","Verified Purchase"
"1000","Nike-Sportswear-Joggers-Midnight-X-Large","POVERATA","Ok","Pantaloni di scarsa qualitàLa tasca dietro si è rotta al primo utilizzo lasciando un buco in quest ultima.SCONSGLIAti","Reviewed in Italy on 31 October 2022","5.0 out of 5 stars","Verified Purchase"
"1001","Cetaphil-Gentle-Cleanser-1L",NA,"Dave","Loving it","Reviewed in Australia on 16 May 2021","4.6 out of 5 stars","Verified Purchase"
"1002","Cetaphil-Gentle-Cleanser-1L",NA,"Stepho","Such a good gentle cleanser, amazing face wash, good value for money","Reviewed in Australia on 4 March 2024","5.0 out of 5 stars","Verified Purchase"
"1003","Cetaphil-Gentle-Cleanser-1L",NA,"Aman Karwal","this product is amazing at clearing acne, removing makeup and cleansing pores!!! i LOVE this product‼️‼️","Reviewed in Australia on 7 April 2023","1.0 out of 5 stars","Verified Purchase"
"1004","Cetaphil-Gentle-Cleanser-1L",NA,"Amber sibley","Overall good for my face. Just a bit too runny (similar to coconut milk in consistency) and hard to apply since this doesn't lather (not like soap is) so mostly falls off so quickly. Like a money grubber tbh","Reviewed in Australia on 5 January 2023","5.0 out of 5 stars","Verified Purchase"
"1005","Cetaphil-Gentle-Cleanser-1L",NA,"Amazon Customer","I have sensitive skin, but not around my face in particular. Using this product feels it does absolutely nothing. It doesn't leave my face feeling clean at all, even using a lot makes no difference. I need something that actually cleans the oil off my face, this does not appear to work. I'm going to get the oily skin Cetaphil, I remember using that a couple of years ago and it worked well. I can't honestly recommend this for anyone looking to actually get their face properly clean.","Reviewed in Australia on 12 December 2022","5.0 out of 5 stars","Verified Purchase"
"1006","Cetaphil-Gentle-Cleanser-1L",NA,"Jay","This seems to be the only moisturiser that really applies well, lasts all day and leaves my skin hydrated.","Reviewed in Australia on 24 May 2021","5.0 out of 5 stars","Verified Purchase"
"1007","Cetaphil-Gentle-Cleanser-1L",NA,"Blake Munro","Product caused significant rash/hives in areas used. I don't have a history of having reactions to any skin products, but this 'gentle' cleanser caused me to break out in hives. I'm guessing it's a reaction to either Sodium Cocoyl Isethionate or Sodium Benzoate. Whilst this could just be a me problem, the product smells bad and leaves skin feeling gross afterwards so I wouldn't recommend it anyway even if I wasn't apparently allergic to this.Choose anything but this.","Reviewed in Australia on 19 March 2023","4.0 out of 5 stars","Verified Purchase"
"1008","Cetaphil-Gentle-Cleanser-1L",NA,"Mani Cho","Great cleans face well. Removes all dirt and grub definitely a 4/5","Reviewed in Australia on 1 November 2022","2.0 out of 5 stars","Verified Purchase"
"1009","Cetaphil-Gentle-Cleanser-1L",NA,"Jacob James","This is my first time trying cetaphil and I’d recommend it it’s nice and gentle and leaves my skin feeling clean and soft I’ll be repurchasing when I run out👍🏻","Reviewed in Australia on 27 February 2023","5.0 out of 5 stars","Verified Purchase"
"1010","Cetaphil-Gentle-Cleanser-1L",NA,"Essa","Worked wonders for me highly recommend for people with oily skinP.s I also have to highly recommended that while using this cleanser you invest into some  Aztec clay the products together have made a drastic change to my skin.","Reviewed in Australia on 11 August 2021","1.0 out of 5 stars","Verified Purchase"
"1011","Cetaphil-Gentle-Cleanser-1L",NA,"Dave","Was a bit unsure at first as it didnt foam or bubble, but is by far the best face wash Ive used. More of a silky, watery formula, pair it with the cetaphil moisturizer and you will not be disappointed, have had much better skin since using both. Highly recommend","Reviewed in Australia on 16 May 2021","4.6 out of 5 stars","Verified Purchase"
"1012","Cetaphil-Gentle-Cleanser-1L",NA,"Stepho","Recommended by our dermatologist. Has helped to clear skin well","Reviewed in Australia on 4 March 2024","5.0 out of 5 stars","Verified Purchase"
"1013","Cetaphil-Gentle-Cleanser-1L",NA,"Skye","Harsh soaps and I don't agree. If I use them, they tend to make my skin dry out. I use this instead and have supple and clean skin. Give it a go.","Reviewed in Australia on 13 June 2020","1.0 out of 5 stars","Verified Purchase"
"1014","Cetaphil-Gentle-Cleanser-1L",NA,"BG","My 29 year-old son uses Cetaphil Gentle Cleanser on his face and has great skin, looks ten years younger than his real age.","Reviewed in Australia on 31 March 2022","5.0 out of 5 stars","Verified Purchase"
"1015","Cetaphil-Gentle-Cleanser-1L",NA,"DailyDelivery","I faound the product not as creamy ant thick at the lat lot I bought from the pharmacie.","Reviewed in Australia on 12 January 2021","5.0 out of 5 stars","Verified Purchase"
"1016","Cetaphil-Gentle-Cleanser-1L",NA,"Amazon カスタマー","I've used this product for over 30 years and love it","Reviewed in Australia on 6 March 2021","5.0 out of 5 stars","Verified Purchase"
"1017","Cetaphil-Gentle-Cleanser-1L",NA,"Caz","This was recommended by the Dermatologist my son was seeing, and I thought I would try  it too and ive used it everyday since! Great product and cheaper on here than the chemist.","Reviewed in Australia on 8 November 2021","5.0 out of 5 stars","Verified Purchase"
"1018","Cetaphil-Gentle-Cleanser-1L",NA,"Brenda P","I love this cleanser! Suuuuuper gentle and great value for money buying it from Amazon.","Reviewed in Australia on 10 July 2021","3.0 out of 5 stars","Verified Purchase"
"1019","Cetaphil-Gentle-Cleanser-1L",NA,"Alli","amazing for sensitive skin, not harsh or irritating at all","Reviewed in Australia on 21 November 2019","5.0 out of 5 stars","Verified Purchase"
"1020","Cetaphil-Gentle-Cleanser-1L",NA,"Rebecca W","Simply it does the job","Reviewed in Australia on 24 March 2021","5.0 out of 5 stars","Verified Purchase"
"1021","Cetaphil-Gentle-Cleanser-1L",NA,"Dave","Gentle and doesn’t irritate my skin. Doesn’t have a strong scent which I like","Reviewed in Australia on 16 May 2021","4.6 out of 5 stars","Verified Purchase"
"1022","Cetaphil-Gentle-Cleanser-1L",NA,"Stepho","I think this is the best 'bang for your buck' cleanser you can get. Does the job, without being in some fancy bottle that you're charge 5x the price for.","Reviewed in Australia on 4 March 2024","5.0 out of 5 stars","Verified Purchase"
"1023","Cetaphil-Gentle-Cleanser-1L",NA,"Stephanie","Excellent product coupled with splendid service.","Reviewed in Australia on 6 November 2020","1.0 out of 5 stars","Verified Purchase"
"1024","Cetaphil-Gentle-Cleanser-1L",NA,"Jack","Really disappointed as the product lost a 1/4 content as spilled in the box.  Top was lose and plastic was split","Reviewed in Australia on 28 May 2019","5.0 out of 5 stars","Verified Purchase"
"1025","Cetaphil-Gentle-Cleanser-1L",NA,"ALAN","Cleans my face very well","Reviewed in Australia on 4 April 2021","5.0 out of 5 stars","Verified Purchase"
"1026","Cetaphil-Gentle-Cleanser-1L",NA,"Noreen Booth","Size too big anyway","Reviewed in Australia on 24 June 2021","5.0 out of 5 stars","Verified Purchase"
"1027","Cetaphil-Gentle-Cleanser-1L",NA,"Martin Dawood","Honestly, I hate it.I never had breakouts before but since switching cleansers I’ve had nothing but deep, cystic acne.I regret purchasing this.If your skin is already lovely and you haven’t used this cleanser before, stay away from it.","Reviewed in Australia on 6 October 2020","2.0 out of 5 stars","Verified Purchase"
"1028","Cetaphil-Gentle-Cleanser-1L",NA,"Suzanne Chippendale","Not foamy enough. Need a lot of product to use it. Ended up giving it away.","Reviewed in Australia on 27 February 2023","5.0 out of 5 stars","Verified Purchase"
"1029","Cetaphil-Gentle-Cleanser-1L",NA,"Aisha","It doesn't cleanse the face properly and its watery","Reviewed in Australia on 4 May 2021","1.0 out of 5 stars","Verified Purchase"
"1030","Cetaphil-Gentle-Cleanser-1L",NA,"Manning","This cleanser does not foam up at all. Returned item","Reviewed in Australia on 23 September 2020","1.0 out of 5 stars","Verified Purchase"
"1031","Cetaphil-Gentle-Cleanser-1L",NA,"Dave","New  refomulated Cetaphil Gentle Skin Cleanser burns my skin.I used the original Cetaphil Gentle Skin Cleanser for 17 years and it was the best for extremely sensitive skin. The new and improved version burns my skin! It is terrible! Bring back the original!","Reviewed in Australia on 16 May 2021","4.6 out of 5 stars","Verified Purchase"
"1032","Cetaphil-Gentle-Cleanser-1L",NA,"Stepho","I had an old 500 ml bottle that was great for my skin. I don't know how Cetaphil changed the formula but this new one causes my skin to turn red and feel very hot and unpleasant. If you use it in the morning, you'll feel embarrassed going out in public. Won't be using it again.","Reviewed in Australia on 4 March 2024","5.0 out of 5 stars","Verified Purchase"
"1033","Cetaphil-Gentle-Cleanser-1L",NA,"Zoe Jovic","The cleanser is so gentle that you won't even feel it. You will find that you tend to squirt a few more times to compensate for the gentle/non-intrusiveness of the cleanser. My toddler uses it for her bath in combination with bath oil and it works a treat without being harsh on the skin at all. The QV gentle cleanser is quite similar as well. Highly recommended","Reviewed in Australia on 7 January 2023","1.0 out of 5 stars","Verified Purchase"
"1034","Cetaphil-Gentle-Cleanser-1L",NA,"Ashley Belyuga","I love this giant tub of cleanser. I need this as I use a lot of cleansers so it's useful not having to worry when I have to buy my next bottle of cleanser.  I've been using this since last month and I'm not even a quarter of the way through. Highly recommend. Came quickly as well.","Reviewed in Australia on 4 August 2022","1.0 out of 5 stars","Verified Purchase"
"1035","Cetaphil-Gentle-Cleanser-1L",NA,"Ron","Love it. After a change in skincare routine I had very sensitive skin and wanted to avoid anything harsh or with soap. This is great! I love it and will continue using. Very gentle on skin, feels good but not greasy","Reviewed in Australia on 28 January 2021","1.0 out of 5 stars","Verified Purchase"
"1036","Cetaphil-Gentle-Cleanser-1L",NA,"Elora","Have already started to notice a difference in the health of my skin by using this in combination with the moisturiser! Great product","Reviewed in Australia on 23 June 2020","5.0 out of 5 stars","Verified Purchase"
"1037","Cetaphil-Gentle-Cleanser-1L",NA,"Delphine","Great cleanser for the money. Good quality","Reviewed in Australia on 2 September 2022","5.0 out of 5 stars","Verified Purchase"
"1038","Cetaphil-Gentle-Cleanser-1L",NA,"Thomas Queenan","Good for everyday.","Reviewed in Australia on 19 March 2021","5.0 out of 5 stars","Verified Purchase"
"1039","Cetaphil-Gentle-Cleanser-1L",NA,"Zali Williams","Love the price for the big bottle. Quality cleanser. Have had clear skin since using","Reviewed in Australia on 24 December 2020","5.0 out of 5 stars",NA
"1040","Cetaphil-Gentle-Cleanser-1L",NA,"Laura Plambeck","Love this product cetaphil :)","Reviewed in Australia on 6 February 2021","5.0 out of 5 stars",NA
"1041","Cetaphil-Gentle-Cleanser-1L","Well received product","Dave","Absorbs and nourishing","Reviewed in Australia on 16 May 2021","4.6 out of 5 stars","Verified Purchase"
"1042","Cetaphil-Gentle-Cleanser-1L","GREAT PRODUCT","Stepho","Using it now. Item delivered fast and in good condition.I tried  to reorder again but the price increased by 10%. So I kiv the next order.","Reviewed in Australia on 4 March 2024","5.0 out of 5 stars","Verified Purchase"
"1043","Cetaphil-Gentle-Cleanser-1L","Love it","Gloria C JosephPillay","Finally found the best face cleanser suited for my skin.","Reviewed in Australia on 19 October 2022","1.0 out of 5 stars","Verified Purchase"
"1044","Cetaphil-Gentle-Cleanser-1L","Use this all the time","pettycat","I've used Cetaphil for 20 years. Now my adult daughters are using it.WHERE to begin....Its Perfect for my skin. Gets my face clear from make-up. But it moisturizes my skin also.Ive recieved alot of compliments that my skin does not show my age. Cetaphil plus a great moisturizer has been my routine for along time. When it works this good for me, I really don't need to try other products. Plus the price is soo good. It could throw some women off because it's not expensive. Give it a try","Reviewed in Singapore on 23 June 2022","5.0 out of 5 stars","Verified Purchase"
"1045","Cetaphil-Gentle-Cleanser-1L","Wonderful cleanser","pettycat","It is better than harsh soap for sensitive skin, but I don't find it all that moisturizing and have to use a body lotion afterwards.  It has no scent.","Reviewed in Singapore on 16 April 2022","5.0 out of 5 stars","Verified Purchase"
"1046","Cetaphil-Gentle-Cleanser-1L","MUST buy!","Jay-r Ablog","Cleans very well and rinses completely without leaving an itchy film.  I've only used it twice so far but will continue using it,  Leaves no drying affects.","Reviewed in the United States on 19 July 2021","5.0 out of 5 stars","Verified Purchase"
"1047","Cetaphil-Gentle-Cleanser-1L","Producto de calidad y con buen precio","Alise","I like everything about this soap. I have dry, middle-aged, oily skin & this helps with ALL of those things. I have a bottle next to my sink and another in my shower. It’s the only soap I use on my face.","Reviewed in Canada on 30 May 2023","5.0 out of 5 stars","Verified Purchase"
"1048","Cetaphil-Gentle-Cleanser-1L","Nice","TerryF","Muy bueno","Reviewed in the United States on 1 November 2020","5.0 out of 5 stars","Verified Purchase"
"1049","Cetaphil-Gentle-Cleanser-1L","Works well!","Martha S Farrell","This works amazingly on my dry itchy skin.","Reviewed in the United States on 18 December 2019","5.0 out of 5 stars","Verified Purchase"
"1050","Cetaphil-Gentle-Cleanser-1L",NA,"Lori Rednour","I have used this for many years.  It was prescribed by my dermatologist many years ago when I had a flare-up of rocesa on my face.  I was glad to see it on Amazon, so I didn’t have to shop for it.","Reviewed in the United States on 5 January 2022","5.0 out of 5 stars","Verified Purchase"
"1051","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"vavalanski","Slightly greasy but a good product","Reviewed in Australia on 7 January 2024","4.7 out of 5 stars","Verified Purchase"
"1052","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"RR","I’m going on eighty five and I’m also suffering from Parkinson’s disease and I’m also suffering cardiac failure and osteoarthritis I’m also wheelchair bound. I think it’s very important to keep skin moist and subtle.I love this moisturiser cream because it keeps my legs and skin very moist and subtle and it’s great value for money","Reviewed in Australia on 26 November 2023","5.0 out of 5 stars","Verified Purchase"
"1053","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Amazon Customer","Am a male that usually suffers from extra dry skin on my forehead and between my eyebrows. This cream worked within a few days and keeps the skin moist. Use this also on a balding head. Won't regrow hair but keeps my head from flaking after washing it. Handy size tub in 550g for big man hands as well. Wish I found this a long time ago.","Reviewed in Australia on 3 February 2023","3.0 out of 5 stars","Verified Purchase"
"1054","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Terence","I’ve used this cream for over 20 years and recommended it to many.  The skin on my face feels so soft & silky after using without a greasy residue.  Highly recommend it.","Reviewed in Australia on 17 September 2022","4.0 out of 5 stars","Verified Purchase"
"1055","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"TheOracleSydney","It was good value for the money","Reviewed in Australia on 16 July 2022","5.0 out of 5 stars","Verified Purchase"
"1056","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Izz","It’s a good product and good moisturising cream. RRP is too high. Amazon price is slowly increasing. Usually you can find good discounted price in local pharmacy.","Reviewed in Australia on 30 December 2022","5.0 out of 5 stars","Verified Purchase"
"1057","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Siena","I love cetaphil hence the purchase but I was a little confused when I bought two, I received two different products as in different packaging but the most confusing part is the ingredients used were different. See photos - the smaller one is the store bought which I’ve used all of for eczema. Great moisturisation I’ll add. This is the same as the right side photo - it has citric acid as the second last ingredient. The one being sold in the image and on the left is the older cetaphil (with no dermatologist tested stamp) and has no citric acid but tocopheral and tocopheryl acetate. I prefer the newer one ofcourse as this has been working for us but disappointed that what should be the same products when ordered is two different ones.","Reviewed in Australia on 22 December 2022","5.0 out of 5 stars","Verified Purchase"
"1058","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"U. Nadanapatham","Love this product! Really works on eczema skin we have been using years on our young daughter from baby doesn’t sting on any cuts or open wounds unlike other brands and thick enough to work - I’ve now got on Amazon subscription and couldn’t be happier with price for the large container! Beats other shops with their regular 40% sale and it’s delivered straight to my door.  Perfect for slathering straight after shower/bath and keeps skin hydrated.  Really works","Reviewed in Australia on 12 January 2023","4.0 out of 5 stars","Verified Purchase"
"1059","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Emma Ri","Arrived with a broken seal. Wasn’t worth the time for returning.","Reviewed in Australia on 10 May 2022","5.0 out of 5 stars","Verified Purchase"
"1060","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Emma Ri","cream is a little dried  out  when opened it","Reviewed in Australia on 9 January 2021","3.0 out of 5 stars","Verified Purchase"
"1061","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"vavalanski","I have been using this product for my daughter since she was 1 year old because of her dry skin. Now good to find it is available on Amazon with good price.  Nice","Reviewed in Australia on 7 January 2024","4.7 out of 5 stars","Verified Purchase"
"1062","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"RR","The only bit wonder is petroleum still in use. But might be creatable at the company.","Reviewed in Australia on 26 November 2023","5.0 out of 5 stars","Verified Purchase"
"1063","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"William","The cream is in solid state, was it meant to be the same?","Reviewed in Australia on 4 March 2022","3.0 out of 5 stars","Verified Purchase"
"1064","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Yongmei Ou","Good quality product","Reviewed in Australia on 11 November 2021","5.0 out of 5 stars","Verified Purchase"
"1065","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"srikanth","I’ve used cetaphil for years, on and off. I always come back to this moisturiser when I need it, knowing it’ll sort my dryness. I have eczema and super dry skin, so this product is a favourite. Thicker and richer than other products, it only takes ones application for me to feel smooth and refreshed!","Reviewed in Australia on 22 October 2022","4.0 out of 5 stars","Verified Purchase"
"1066","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"srikanth","Good priceAnd long expires","Reviewed in Australia on 8 October 2022","3.0 out of 5 stars","Verified Purchase"
"1067","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Aalap Joshi","Low price","Reviewed in Australia on 25 April 2020","3.0 out of 5 stars","Verified Purchase"
"1068","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Lex Oakley","I have sensitive skin so decided to give this a try. My skin started feeling super hot after using this! Dont know how it got so many great reviews..","Reviewed in Australia on 6 July 2022","5.0 out of 5 stars","Verified Purchase"
"1069","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Jiyeon Soul","Have very dry eczema prone skin, after only one week, all resolved, totally recommend trying, great price too","Reviewed in Australia on 5 August 2021","5.0 out of 5 stars","Verified Purchase"
"1070","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Vamsi","My daughter has sensitive, dry skin and this does the job.","Reviewed in Australia on 10 September 2023","5.0 out of 5 stars","Verified Purchase"
"1071","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"vavalanski","Using for ketosis pilgrims and dry skin and its amazing!!","Reviewed in Australia on 7 January 2024","4.7 out of 5 stars","Verified Purchase"
"1072","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"RR","Very good and feel great","Reviewed in Australia on 26 November 2023","5.0 out of 5 stars","Verified Purchase"
"1073","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Edie","It’s great product for keeping my body moisturise after hot shower in this winter.","Reviewed in Australia on 21 April 2021","3.0 out of 5 stars","Verified Purchase"
"1074","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Winston","It's cheap and good. Nothing really beats it, I have sensitive skin and I appreciate that it doesn't have a scent to it, as that usually irritates my skin. It will last for a long time.","Reviewed in Australia on 26 June 2021","5.0 out of 5 stars","Verified Purchase"
"1075","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Vasvanathan Somasundaram","Fast shipping, as described","Reviewed in Australia on 29 August 2020","5.0 out of 5 stars","Verified Purchase"
"1076","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Garazi","","Reviewed in Australia on 22 September 2018","5.0 out of 5 stars","Verified Purchase"
"1077","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"CO","Very moisturising!","Reviewed in Australia on 27 September 2020","5.0 out of 5 stars","Verified Purchase"
"1078","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"mo","Very moisturising. Feels like a night cream but way cheaper.","Reviewed in Australia on 12 July 2023","5.0 out of 5 stars","Verified Purchase"
"1079","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"mo","Best moisturizing cream in the market.","Reviewed in Australia on 19 June 2020","1.0 out of 5 stars","Verified Purchase"
"1080","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Suwandi","Good moisturiser cream","Reviewed in Australia on 17 June 2019","1.0 out of 5 stars",NA
"1081","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"vavalanski","I'm currently prescribed tretinoin for my skin, which can cause a lot of irritation and dryness. I've tried many things and this cream is the ONLY one that gives enough moisture to my skin without causing any reaction or redness. a blessing","Reviewed in Australia on 7 January 2024","4.7 out of 5 stars","Verified Purchase"
"1082","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"RR","Really good moisturising cream not only for kids but for adults too. I find the texture and consistency really good for applying quickly to your body and the cream doesn't stick to your hand that much and can be quickly and easily washed with water.I have used both QV moisturising cream and the Cetaphil and find them both to be really good. Just get the one that's cheapest at the time you need it. In comparison to E45 (which I haven't use), E45 is more expensive per gram and suspect it will be thicker too. If your child does not have eczema, you can always stick to Cetaphil or QV. I have used the Cetaphil for my child who has mild eczema and it has helped a great deal too.","Reviewed in Australia on 26 November 2023","5.0 out of 5 stars","Verified Purchase"
"1083","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"serina","Since the formula states it ""binds water to the skin, preventing moisture loss"", I found it best to apply this immediately after a shower, while my skin was still a little wet. Once I started doing this, I noticed my skin remained hydrated for a lot longer. Though it is rich, a little goes a long way and it absorbs quickly.I am very happy with this, and I will continue using this as my go to body moisturizer. Overall, it is also very good value for money.","Reviewed in Australia on 17 July 2021","3.0 out of 5 stars","Verified Purchase"
"1084","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Ron","Hands get really dry with constant washing in Covid times.  I have used Cetaphil moisturizing cream in large jars as it provides the best relief for itchy, dry skin.  I use on body as well.  It does not leave a sticky residue or make my skin shiny, unlike other lotions.  It is gentle on the skin. My default moisturizer.","Reviewed in Australia on 26 January 2021","5.0 out of 5 stars","Verified Purchase"
"1085","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Preemo","A little goes a long way, it’s thick but absorbs fast and isn’t greasy. Has almost no detectable scent. Really good for very dry skin. I even used it on my face after pregnancy hormones dried it up severely.","Reviewed in Australia on 11 October 2021","5.0 out of 5 stars","Verified Purchase"
"1086","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"MJ de G","The delivery is super fast, again. The cream itself is quite thick, yet left any residue. It doesn't irritate the skin, like many others. Wife is a big fan of the cream. Can't recommend enough.","Reviewed in Australia on 18 September 2020","5.0 out of 5 stars","Verified Purchase"
"1087","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Red Panda","I have ultra dry skin and this is the only cream that keeps my skin moisturised.","Reviewed in Australia on 2 June 2021","5.0 out of 5 stars","Verified Purchase"
"1088","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"JZ","Very moisturised. Good for sensitive skinA must have in winter","Reviewed in Australia on 15 August 2020","5.0 out of 5 stars","Verified Purchase"
"1089","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Sharangan","Just use a small amount","Reviewed in Australia on 14 October 2020","5.0 out of 5 stars","Verified Purchase"
"1090","Cetaphil-Moisturising-Cream-Sensitive-Skin",NA,"Iris P","Just love it. Really great for the skin","Reviewed in Australia on 3 July 2021","5.0 out of 5 stars",NA
"1091","Cetaphil-Moisturising-Cream-Sensitive-Skin","Incredible cream for sensitive skin.","vavalanski","Creamy smooth leg","Reviewed in Australia on 7 January 2024","4.7 out of 5 stars","Verified Purchase"
"1092","Cetaphil-Moisturising-Cream-Sensitive-Skin","Product is duplicate","RR","The product is very large and has not been used yet, but the outer packing is very simple","Reviewed in Australia on 26 November 2023","5.0 out of 5 stars","Verified Purchase"
"1093","Cetaphil-Moisturising-Cream-Sensitive-Skin","The best for Dry skins.. stays all day fine!","Bob Ironmonger","very good on itchy skin","Reviewed in Australia on 18 March 2023","3.0 out of 5 stars","Verified Purchase"
"1094","Cetaphil-Moisturising-Cream-Sensitive-Skin","Good","gyy","I love that it is fragrance free, and free of harmful chemicals or allergens. It is not greasy, and keeps my skin well-hydrated. My favorite!","Reviewed in Australia on 22 October 2020","5.0 out of 5 stars","Verified Purchase"
"1095","Cetaphil-Moisturising-Cream-Sensitive-Skin","Good for face and body","Ross LIGHT","Totally disappointed delivered product is duplicate","Reviewed in Australia on 23 August 2023","5.0 out of 5 stars","Verified Purchase"
"1096","Cetaphil-Moisturising-Cream-Sensitive-Skin","Where a cream is best used. Face or body .","Sadie","While the delivery was super-fast, I was disappointed how I ordered for the conventional 'blue lid' cream, and I got the fragrance-free with the 'green lid' item. I know the green lid is supposed to be smelling better and less sticky but I wanted the blue one only. If it's out of stock or not manufactured for any reasons, I request to change the picture and item description to the green one. Still decided to use and not return. Will see next time.","Reviewed in the United States on 15 October 2021","5.0 out of 5 stars","Verified Purchase"
"1097","Cetaphil-Moisturising-Cream-Sensitive-Skin","How do I know what it really is??????","Himmat Prajapat","It’s good for dry skin! Odorless is good","Reviewed in India on 13 April 2022","5.0 out of 5 stars","Verified Purchase"
