"","category","name","reviewer","review","date","ratings"
"124","Slip","        Jack Wills Womens Mule Slippers       ","Agatha28 ","







  
  
    Recommend
  
","Reviewed in the United Kingdom on 31 December 2023","4.3 out of 5 stars"
"125","Slip","        Jack Wills Womens Mule Slippers       ","Dog Lady ","







  
  
    Gorgeous slippers
  
","Reviewed in the United Kingdom on 27 December 2023","Previous page"
"126","Slip","        Jack Wills Womens Mule Slippers       ","Falsely advertised ","







  
  
    Good value, fit for purpose but would like them too be a bit softer on the heel
  
","Reviewed in the United Kingdom on 19 July 2023","4.2 out of 5 stars"
"127","Slip","        Jack Wills Womens Mule Slippers       ","Amazon Customer","







  
  
    Bought for my partner for Christmas. lovely quality and really well made item.
  
","Reviewed in the United Kingdom on 8 January 2024","4.2 out of 5 stars"
"128","Slip","        Jack Wills Womens Mule Slippers       ","CLMACK",NA,NA,"4.2 out of 5 stars"
"129","Slip","        Jack Wills Womens Mule Slippers       ","Flak88",NA,NA,"4.6 out of 5 stars"
"130","Slip","        Jack Wills Womens Mule Slippers       ",NA,NA,NA,"Next page"
"131","Slip","        Jack Wills Womens Mule Slippers       ","Jack Will Christmas Campaign","







  
  
    Brought these for the Wife and she's always got them on, as someone who gets cold feed she likes these as they keep her feet warm.they have lasted a long time too something that I have noticed recently other slippers haven't been able to do. the slip on design are good too as they don't easily come off again something that other slip on slippers have done in the past.Over all a good slipper, warm and comfy when wearing them.
  
","Reviewed in the United Kingdom on 5 March 2024","4.3 out of 5 stars"
"132","Slip","        Jack Wills Womens Mule Slippers       ","Amazon Customer","







  
  
    Bought as present for granddaughter who absolutely loves them. Would buy again especially as they are not too heavy
  
","Reviewed in the United Kingdom on 8 February 2024","Previous page"
"133","Slip","        Jack Wills Womens Mule Slippers       ","Connor ","







  
  
    Bought as a present for my daughter she is delighted with them . Good sole to keep her feet warm on wooden floors
  
","Reviewed in the United Kingdom on 17 December 2023","Next page"
"134","Slip","        Jack Wills Womens Mule Slippers       ","Agatha28 ","







  
  
    Recommend
  
","Reviewed in the United Kingdom on 31 December 2023","4.3 out of 5 stars"
"135","Slip","        Jack Wills Womens Mule Slippers       ","Dog Lady ","







  
  
    Gorgeous slippers
  
","Reviewed in the United Kingdom on 27 December 2023","Previous page"
"136","Slip","        Jack Wills Womens Mule Slippers       ","Falsely advertised ","







  
  
    Good value, fit for purpose but would like them too be a bit softer on the heel
  
","Reviewed in the United Kingdom on 19 July 2023","4.2 out of 5 stars"
"137","Slip","        Jack Wills Womens Mule Slippers       ","Amazon Customer","







  
  
    Bought for my partner for Christmas. lovely quality and really well made item.
  
","Reviewed in the United Kingdom on 8 January 2024","4.2 out of 5 stars"
"138","Slip","        Jack Wills Womens Mule Slippers       ","CLMACK",NA,NA,"4.2 out of 5 stars"
"139","Slip","        Jack Wills Womens Mule Slippers       ","Flak88",NA,NA,"4.6 out of 5 stars"
"140","Slip","        Jack Wills Womens Mule Slippers       ",NA,NA,NA,"Next page"
"141","Slip","        Jack Wills Womens Mule Slippers       ","Jack Will Christmas Campaign","







  
  
    Brought these for the Wife and she's always got them on, as someone who gets cold feed she likes these as they keep her feet warm.they have lasted a long time too something that I have noticed recently other slippers haven't been able to do. the slip on design are good too as they don't easily come off again something that other slip on slippers have done in the past.Over all a good slipper, warm and comfy when wearing them.
  
","Reviewed in the United Kingdom on 5 March 2024","4.3 out of 5 stars"
"142","Slip","        Jack Wills Womens Mule Slippers       ","Amazon Customer","







  
  
    Bought as present for granddaughter who absolutely loves them. Would buy again especially as they are not too heavy
  
","Reviewed in the United Kingdom on 8 February 2024","Previous page"
"143","Slip","        Jack Wills Womens Mule Slippers       ","Connor ","







  
  
    Bought as a present for my daughter she is delighted with them . Good sole to keep her feet warm on wooden floors
  
","Reviewed in the United Kingdom on 17 December 2023","Next page"
"144","Slip","        Jack Wills Womens Mule Slippers       ","Agatha28 ","







  
  
    Recommend
  
","Reviewed in the United Kingdom on 31 December 2023","4.3 out of 5 stars"
"145","Slip","        Jack Wills Womens Mule Slippers       ","Dog Lady ","







  
  
    Gorgeous slippers
  
","Reviewed in the United Kingdom on 27 December 2023","Previous page"
"146","Slip","        Jack Wills Womens Mule Slippers       ","Falsely advertised ","







  
  
    Good value, fit for purpose but would like them too be a bit softer on the heel
  
","Reviewed in the United Kingdom on 19 July 2023","4.2 out of 5 stars"
"147","Slip","        Jack Wills Womens Mule Slippers       ","Amazon Customer","







  
  
    Bought for my partner for Christmas. lovely quality and really well made item.
  
","Reviewed in the United Kingdom on 8 January 2024","4.2 out of 5 stars"
"148","Slip","        Jack Wills Womens Mule Slippers       ","CLMACK",NA,NA,"4.2 out of 5 stars"
"149","Slip","        Jack Wills Womens Mule Slippers       ","Flak88",NA,NA,"4.6 out of 5 stars"
"150","Slip","        Jack Wills Womens Mule Slippers       ",NA,NA,NA,"Next page"
"151","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","360 Degree View","







  
  
    Looks great, nice material and super comfortable.
  
","Reviewed in the United Kingdom on 24 January 2024","4.7 out of 5 stars"
"152","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Amazon Customer","







  
  
    My son is the fussiest with shoes and trainers.He has trainers and wears them out until he has to have a new pair. However he likes these. It’s actually nice to see him in a non black pair of trainers.He is particularly fussy about the width narrowness if new trainers and takes an age to get a new pair every time.This pair have are comfortable in the width, are not cut too high on the ankle.He had the slate grey with black stripe and white rubber trim around the bottom sole. Good value shoe k ppl je
  
","Reviewed in the United Kingdom on 9 January 2024","Previous page"
"153","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Amazon Customer","







  
  
    Great design. Well made. Good value. Looks great with jeans. Etc. Maybe a bit tight. I’d say they just need wearing in. Very pleased.
  
","Reviewed in the United Kingdom on 22 January 2024","Next page"
"154","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Laidbacky","







  
  
    Colour was fine, hides the dirt. rounded toe. surprised at depth of sole. apart from that. look stylish and comfy wear.
  
","Reviewed in the United Kingdom on 16 November 2023","Previous page"
"155","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","KBT 💕","







  
  
    Just absolutely love the feel of these on my feet. Create a lovely feel on my feet and the material is so soft , but still sturdy in all weathers. Best buy in years and always my go to footwear! Excellent product
  
","Reviewed in the United Kingdom on 11 February 2024","Next page"
"156","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Elal ","







  
  
    Great trainers
  
","Reviewed in the United Kingdom on 6 February 2024","4.7 out of 5 stars"
"157","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Damion Pegg","







  
  
    Comfy and stylish
  
","Reviewed in the United Kingdom on 14 January 2024","4.7 out of 5 stars"
"158","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Amazon Customer","







  
  
    Very comfortable shoes looks great value for money
  
","Reviewed in the United Kingdom on 22 February 2024","4.5 out of 5 stars"
"159","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","S O'NEILL","







  
  
    Fits true to size and don’t even have to break the shoe in. Great classic Adidas look. Completely satisfied with the shoes.
  
","Reviewed in the United States on 9 March 2024","4.3 out of 5 stars"
"160","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Michael S.","







  
    Lo pedí en 7 y quedaron perfecto muy bonitos, los tengo en su caja para q no se ensucien..
  
  
","Reviewed in Mexico on 22 February 2024","4.7 out of 5 stars"
"161","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","360 Degree View","







  
  
    Looks great, nice material and super comfortable.
  
","Reviewed in the United Kingdom on 24 January 2024","4.7 out of 5 stars"
"162","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Amazon Customer","







  
  
    My son is the fussiest with shoes and trainers.He has trainers and wears them out until he has to have a new pair. However he likes these. It’s actually nice to see him in a non black pair of trainers.He is particularly fussy about the width narrowness if new trainers and takes an age to get a new pair every time.This pair have are comfortable in the width, are not cut too high on the ankle.He had the slate grey with black stripe and white rubber trim around the bottom sole. Good value shoe k ppl je
  
","Reviewed in the United Kingdom on 9 January 2024","Previous page"
"163","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Amazon Customer","







  
  
    Great design. Well made. Good value. Looks great with jeans. Etc. Maybe a bit tight. I’d say they just need wearing in. Very pleased.
  
","Reviewed in the United Kingdom on 22 January 2024","Next page"
"164","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Laidbacky","







  
  
    Colour was fine, hides the dirt. rounded toe. surprised at depth of sole. apart from that. look stylish and comfy wear.
  
","Reviewed in the United Kingdom on 16 November 2023","Previous page"
"165","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","KBT 💕","







  
  
    Just absolutely love the feel of these on my feet. Create a lovely feel on my feet and the material is so soft , but still sturdy in all weathers. Best buy in years and always my go to footwear! Excellent product
  
","Reviewed in the United Kingdom on 11 February 2024","Next page"
"166","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Elal ","







  
  
    Great trainers
  
","Reviewed in the United Kingdom on 6 February 2024","4.7 out of 5 stars"
"167","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Damion Pegg","







  
  
    Comfy and stylish
  
","Reviewed in the United Kingdom on 14 January 2024","4.7 out of 5 stars"
"168","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Amazon Customer","







  
  
    Very comfortable shoes looks great value for money
  
","Reviewed in the United Kingdom on 22 February 2024","4.5 out of 5 stars"
"169","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","S O'NEILL","







  
  
    Fits true to size and don’t even have to break the shoe in. Great classic Adidas look. Completely satisfied with the shoes.
  
","Reviewed in the United States on 9 March 2024","4.3 out of 5 stars"
"170","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Michael S.","







  
    Lo pedí en 7 y quedaron perfecto muy bonitos, los tengo en su caja para q no se ensucien..
  
  
","Reviewed in Mexico on 22 February 2024","4.7 out of 5 stars"
"171","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","360 Degree View","







  
  
    Looks great, nice material and super comfortable.
  
","Reviewed in the United Kingdom on 24 January 2024","4.7 out of 5 stars"
"172","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Amazon Customer","







  
  
    My son is the fussiest with shoes and trainers.He has trainers and wears them out until he has to have a new pair. However he likes these. It’s actually nice to see him in a non black pair of trainers.He is particularly fussy about the width narrowness if new trainers and takes an age to get a new pair every time.This pair have are comfortable in the width, are not cut too high on the ankle.He had the slate grey with black stripe and white rubber trim around the bottom sole. Good value shoe k ppl je
  
","Reviewed in the United Kingdom on 9 January 2024","Previous page"
"173","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Amazon Customer","







  
  
    Great design. Well made. Good value. Looks great with jeans. Etc. Maybe a bit tight. I’d say they just need wearing in. Very pleased.
  
","Reviewed in the United Kingdom on 22 January 2024","Next page"
"174","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Laidbacky","







  
  
    Colour was fine, hides the dirt. rounded toe. surprised at depth of sole. apart from that. look stylish and comfy wear.
  
","Reviewed in the United Kingdom on 16 November 2023","Previous page"
"175","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","KBT 💕","







  
  
    Just absolutely love the feel of these on my feet. Create a lovely feel on my feet and the material is so soft , but still sturdy in all weathers. Best buy in years and always my go to footwear! Excellent product
  
","Reviewed in the United Kingdom on 11 February 2024","Next page"
"176","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Elal ","







  
  
    Great trainers
  
","Reviewed in the United Kingdom on 6 February 2024","4.7 out of 5 stars"
"177","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Damion Pegg","







  
  
    Comfy and stylish
  
","Reviewed in the United Kingdom on 14 January 2024","4.7 out of 5 stars"
"178","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Amazon Customer","







  
  
    Very comfortable shoes looks great value for money
  
","Reviewed in the United Kingdom on 22 February 2024","4.5 out of 5 stars"
"179","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","S O'NEILL","







  
  
    Fits true to size and don’t even have to break the shoe in. Great classic Adidas look. Completely satisfied with the shoes.
  
","Reviewed in the United States on 9 March 2024","4.3 out of 5 stars"
"180","Shoes","        adidas Men's Daily 3.0 Fitness Shoes       ","Michael S.","







  
    Lo pedí en 7 y quedaron perfecto muy bonitos, los tengo en su caja para q no se ensucien..
  
  
","Reviewed in Mexico on 22 February 2024","4.7 out of 5 stars"
"181","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","Amazon Customer","







  
  
    Good price, good brand & are very comfortable and very light to wear.
  
","Reviewed in the United Kingdom on 3 March 2024","4.5 out of 5 stars"
"182","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","Amazon Customer","







  
  
    These shoes are versatile- good for walking or running or other kinds of sport, they’re comfortable and quite lightweight, I run in these but I’d say there are better running shoes. I’ve had in the past. Although I’d buy another pair in a different colour. Maybe the black and white or grey. They fit me well and the white colour I got looks nice. Better than any of the photos advertised really. They do stain easily but as long as you clean them straight away when you get home it’s alright. They’re quite bendy and give a sort of boost when you jump in them which is nice. Good shoes
  
","Reviewed in the United Kingdom on 9 October 2023","Previous page"
"183","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","D. Riley","







  
  
    Good quality. Comfortable. Not bad value. Look good.
  
","Reviewed in the United Kingdom on 3 February 2024","Next page"
"184","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","S","







  
  
    I bought these as a punt. I saw the price and knew that it would be very difficult to find a proper running shoe for under £100 / $150 (actually for running). The inner cushioning is okay 7/10. Not as good as my actual running shoes made by Puma. The outer is much stiffer 6/10. So, what are you buying these for? If you want running shoes, buy an actual pair of good high technology running shoes, and expect to pay 3 times this easily. You wont injure yourself with good proper runners gear. Your knees wont hurt as much from every impact, and you will be less likely to get shin splints. You will be more likely to actually get fit, because you won't stop from daily aches and occasional hard impact injuries. But ... If you want comfortable shoes for daily urban walks, these are fantastic. The price is amazing for just comfortable daily non-running workouts.
  
","Reviewed in the United Kingdom on 29 December 2023","4.7 out of 5 stars"
"185","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","GB","







  
  
    Got these for my upcoming holiday, nice and comfy, good fit (11) colour is good and about £80 cheaper than other colours, bargain
  
","Reviewed in the United Kingdom on 20 January 2024","4.3 out of 5 stars"
"186","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","Gnome","







  
  
    Bought for my son, he said they were very comfy true to size. All in all a great trainer
  
","Reviewed in the United Kingdom on 26 February 2024","4.6 out of 5 stars"
"187","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","barry jordan","







  
  
    OK true size
  
","Reviewed in the United Kingdom on 6 March 2024","4.5 out of 5 stars"
"188","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","barb","







  
  
    The Under Armour running shoes proved to be an excellent choice for my son. Their sleek design and comfortable fit immediately caught his attention, and he's been thoroughly impressed with their performance during his runs. The shoes offer reliable support and cushioning, providing the comfort needed for longer distances. The durability of the materials used is noteworthy, holding up well to the wear and tear of an active lifestyle. As a parent, I appreciate the brand's commitment to quality, and my son is genuinely happy with his Under Armour running shoes – a solid investment for any young, active individual.
  
","Reviewed in the United Kingdom on 10 November 2023","4.5 out of 5 stars"
"189","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","Ok","







  
  
    Received as Xmas gift, fit was worse the more you wear.  I can no longer return and under armor will not assist with this product.  Price was great but fit and very hard rubber sole was awful
  
","Reviewed in the United States on 26 February 2024","4.5 out of 5 stars"
"190","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","seeja","







  
    Son los primeros de la marca que compro, vengo de nike y en verdad camino mucho unos 7km en promedio diario. Así que unos Nike se me acaban en un año al punto de tirarse hechos polvo... quise probar esta marca por dos temas: la comodida, confirmo que son comodos más no andas en una nubecita como algunos nike pero si vamos a puntuar la comodidad diría que un 8.5 cuando unos vans o unos converse son 1. La suela si pisas mojado no tiene mucho agarre, no es que te resbales pero el agarre en piso mojado y liso es como de 4-5 para que tengan cuidado en ese tema. Creo que en relación costo beneficio son unos excelentes tenis. Creo que comprare más de la marca buscando precios más altos esperando tengan un mejor confort. Los recomiendo.
  
  
","Reviewed in Mexico on 26 January 2024","Previous page"
"191","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","Amazon Customer","







  
  
    Good price, good brand & are very comfortable and very light to wear.
  
","Reviewed in the United Kingdom on 3 March 2024","4.5 out of 5 stars"
"192","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","Amazon Customer","







  
  
    These shoes are versatile- good for walking or running or other kinds of sport, they’re comfortable and quite lightweight, I run in these but I’d say there are better running shoes. I’ve had in the past. Although I’d buy another pair in a different colour. Maybe the black and white or grey. They fit me well and the white colour I got looks nice. Better than any of the photos advertised really. They do stain easily but as long as you clean them straight away when you get home it’s alright. They’re quite bendy and give a sort of boost when you jump in them which is nice. Good shoes
  
","Reviewed in the United Kingdom on 9 October 2023","Previous page"
"193","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","D. Riley","







  
  
    Good quality. Comfortable. Not bad value. Look good.
  
","Reviewed in the United Kingdom on 3 February 2024","Next page"
"194","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","S","







  
  
    I bought these as a punt. I saw the price and knew that it would be very difficult to find a proper running shoe for under £100 / $150 (actually for running). The inner cushioning is okay 7/10. Not as good as my actual running shoes made by Puma. The outer is much stiffer 6/10. So, what are you buying these for? If you want running shoes, buy an actual pair of good high technology running shoes, and expect to pay 3 times this easily. You wont injure yourself with good proper runners gear. Your knees wont hurt as much from every impact, and you will be less likely to get shin splints. You will be more likely to actually get fit, because you won't stop from daily aches and occasional hard impact injuries. But ... If you want comfortable shoes for daily urban walks, these are fantastic. The price is amazing for just comfortable daily non-running workouts.
  
","Reviewed in the United Kingdom on 29 December 2023","4.7 out of 5 stars"
"195","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","GB","







  
  
    Got these for my upcoming holiday, nice and comfy, good fit (11) colour is good and about £80 cheaper than other colours, bargain
  
","Reviewed in the United Kingdom on 20 January 2024","4.3 out of 5 stars"
"196","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","Gnome","







  
  
    Bought for my son, he said they were very comfy true to size. All in all a great trainer
  
","Reviewed in the United Kingdom on 26 February 2024","4.6 out of 5 stars"
"197","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","barry jordan","







  
  
    OK true size
  
","Reviewed in the United Kingdom on 6 March 2024","4.5 out of 5 stars"
"198","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","barb","







  
  
    The Under Armour running shoes proved to be an excellent choice for my son. Their sleek design and comfortable fit immediately caught his attention, and he's been thoroughly impressed with their performance during his runs. The shoes offer reliable support and cushioning, providing the comfort needed for longer distances. The durability of the materials used is noteworthy, holding up well to the wear and tear of an active lifestyle. As a parent, I appreciate the brand's commitment to quality, and my son is genuinely happy with his Under Armour running shoes – a solid investment for any young, active individual.
  
","Reviewed in the United Kingdom on 10 November 2023","4.5 out of 5 stars"
"199","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","Ok","







  
  
    Received as Xmas gift, fit was worse the more you wear.  I can no longer return and under armor will not assist with this product.  Price was great but fit and very hard rubber sole was awful
  
","Reviewed in the United States on 26 February 2024","4.5 out of 5 stars"
"200","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","seeja","







  
    Son los primeros de la marca que compro, vengo de nike y en verdad camino mucho unos 7km en promedio diario. Así que unos Nike se me acaban en un año al punto de tirarse hechos polvo... quise probar esta marca por dos temas: la comodida, confirmo que son comodos más no andas en una nubecita como algunos nike pero si vamos a puntuar la comodidad diría que un 8.5 cuando unos vans o unos converse son 1. La suela si pisas mojado no tiene mucho agarre, no es que te resbales pero el agarre en piso mojado y liso es como de 4-5 para que tengan cuidado en ese tema. Creo que en relación costo beneficio son unos excelentes tenis. Creo que comprare más de la marca buscando precios más altos esperando tengan un mejor confort. Los recomiendo.
  
  
","Reviewed in Mexico on 26 January 2024","Previous page"
"201","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","Amazon Customer","







  
  
    Good price, good brand & are very comfortable and very light to wear.
  
","Reviewed in the United Kingdom on 3 March 2024","4.5 out of 5 stars"
"202","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","Amazon Customer","







  
  
    These shoes are versatile- good for walking or running or other kinds of sport, they’re comfortable and quite lightweight, I run in these but I’d say there are better running shoes. I’ve had in the past. Although I’d buy another pair in a different colour. Maybe the black and white or grey. They fit me well and the white colour I got looks nice. Better than any of the photos advertised really. They do stain easily but as long as you clean them straight away when you get home it’s alright. They’re quite bendy and give a sort of boost when you jump in them which is nice. Good shoes
  
","Reviewed in the United Kingdom on 9 October 2023","Previous page"
"203","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","D. Riley","







  
  
    Good quality. Comfortable. Not bad value. Look good.
  
","Reviewed in the United Kingdom on 3 February 2024","Next page"
"204","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","S","







  
  
    I bought these as a punt. I saw the price and knew that it would be very difficult to find a proper running shoe for under £100 / $150 (actually for running). The inner cushioning is okay 7/10. Not as good as my actual running shoes made by Puma. The outer is much stiffer 6/10. So, what are you buying these for? If you want running shoes, buy an actual pair of good high technology running shoes, and expect to pay 3 times this easily. You wont injure yourself with good proper runners gear. Your knees wont hurt as much from every impact, and you will be less likely to get shin splints. You will be more likely to actually get fit, because you won't stop from daily aches and occasional hard impact injuries. But ... If you want comfortable shoes for daily urban walks, these are fantastic. The price is amazing for just comfortable daily non-running workouts.
  
","Reviewed in the United Kingdom on 29 December 2023","4.7 out of 5 stars"
"205","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","GB","







  
  
    Got these for my upcoming holiday, nice and comfy, good fit (11) colour is good and about £80 cheaper than other colours, bargain
  
","Reviewed in the United Kingdom on 20 January 2024","4.3 out of 5 stars"
"206","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","Gnome","







  
  
    Bought for my son, he said they were very comfy true to size. All in all a great trainer
  
","Reviewed in the United Kingdom on 26 February 2024","4.6 out of 5 stars"
"207","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","barry jordan","







  
  
    OK true size
  
","Reviewed in the United Kingdom on 6 March 2024","4.5 out of 5 stars"
"208","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","barb","







  
  
    The Under Armour running shoes proved to be an excellent choice for my son. Their sleek design and comfortable fit immediately caught his attention, and he's been thoroughly impressed with their performance during his runs. The shoes offer reliable support and cushioning, providing the comfort needed for longer distances. The durability of the materials used is noteworthy, holding up well to the wear and tear of an active lifestyle. As a parent, I appreciate the brand's commitment to quality, and my son is genuinely happy with his Under Armour running shoes – a solid investment for any young, active individual.
  
","Reviewed in the United Kingdom on 10 November 2023","4.5 out of 5 stars"
"209","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","Ok","







  
  
    Received as Xmas gift, fit was worse the more you wear.  I can no longer return and under armor will not assist with this product.  Price was great but fit and very hard rubber sole was awful
  
","Reviewed in the United States on 26 February 2024","4.5 out of 5 stars"
"210","Shoes","        Under Armour Surge 3 Mens Running Shoes       ","seeja","







  
    Son los primeros de la marca que compro, vengo de nike y en verdad camino mucho unos 7km en promedio diario. Así que unos Nike se me acaban en un año al punto de tirarse hechos polvo... quise probar esta marca por dos temas: la comodida, confirmo que son comodos más no andas en una nubecita como algunos nike pero si vamos a puntuar la comodidad diría que un 8.5 cuando unos vans o unos converse son 1. La suela si pisas mojado no tiene mucho agarre, no es que te resbales pero el agarre en piso mojado y liso es como de 4-5 para que tengan cuidado en ese tema. Creo que en relación costo beneficio son unos excelentes tenis. Creo que comprare más de la marca buscando precios más altos esperando tengan un mejor confort. Los recomiendo.
  
  
","Reviewed in Mexico on 26 January 2024","Previous page"
"211","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Amazon Customer","







  
  
    Very please with this purchaseThey are comfy. Fits well and is true to size
  
","Reviewed in the United Kingdom on 12 February 2024","4.6 out of 5 stars"
"212","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Amazon Customer","







  
  
    It was for my son and he liked it very much.  It arrived at timely as well
  
","Reviewed in the United Kingdom on 18 January 2024","4.6 out of 5 stars"
"213","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Ali","







  
  
    These are so comfy, I was bought a pair for Christmas. I love them so much that I purchased another pair with a slight colour variation. I also have another pair in my watchlist ready for when Amazon has a price dip like it tends to every so often.
  
","Reviewed in the United Kingdom on 23 January 2024","Previous page"
"214","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Nk","







  
  
    A well made trainer, comfortable to walk in. Not much width in the shoe so not suitable gor wide feet
  
","Reviewed in the United Kingdom on 9 February 2024","4.2 out of 5 stars"
"215","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Alex Caseley","







  
  
    Had a pair of similar Puma boots years ago.These are almost identical in style and just as comfortable as I remember.If they last as long as my old ones then that makes the price tag worth it.Great.
  
","Reviewed in the United Kingdom on 6 January 2024","4.1 out of 5 stars"
"216","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Kevin","







  
  
    Men’s high top boots. Bang on trend. Look good and are really comfortable
  
","Reviewed in the United Kingdom on 10 January 2024","4.3 out of 5 stars"
"217","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Gee69","







  
  
    Nice trainers I bought a defected pair for £40 I thought it was just on offer but the reason mines where 40 because of slight defect still good though
  
","Reviewed in the United Kingdom on 26 October 2023","4.2 out of 5 stars"
"218","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Julie A.","







  
  
    They are so comfy, and such a great buy I'm well happy
  
","Reviewed in the United Kingdom on 8 January 2024","4.2 out of 5 stars"
"219","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Steven T","







  
    Ho il 44 pianta larga, preso 44 e calza comodamente. Ne ho un altro paio nere che uso da un anno e si mantengono veramente bene (poche grinze nelle zone di piegatura e sfilacciamenti nel tessuto interno).Puma garanzia di qualità con prezzi migliori dei suoi ""cugini"" Nike e Adidas.
  
  
","Reviewed in Italy on 7 March 2024","4.7 out of 5 stars"
"220","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Steven T","







  
    Acquistate in sconto. Consegna perfetta. Taglia perfetta e sono comodissime. Garanzia Puma direi. Sono anche molto belle esteticamente e colore come in foto. Consigliate!
  
  
","Reviewed in Italy on 4 March 2024","Next page"
"221","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Amazon Customer","







  
  
    Very please with this purchaseThey are comfy. Fits well and is true to size
  
","Reviewed in the United Kingdom on 12 February 2024","4.6 out of 5 stars"
"222","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Amazon Customer","







  
  
    It was for my son and he liked it very much.  It arrived at timely as well
  
","Reviewed in the United Kingdom on 18 January 2024","4.6 out of 5 stars"
"223","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Ali","







  
  
    These are so comfy, I was bought a pair for Christmas. I love them so much that I purchased another pair with a slight colour variation. I also have another pair in my watchlist ready for when Amazon has a price dip like it tends to every so often.
  
","Reviewed in the United Kingdom on 23 January 2024","Previous page"
"224","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Nk","







  
  
    A well made trainer, comfortable to walk in. Not much width in the shoe so not suitable gor wide feet
  
","Reviewed in the United Kingdom on 9 February 2024","4.2 out of 5 stars"
"225","Shoes","        PUMA Unisex's Rebound V6 Sneaker       ","Alex Caseley","







  
  
    Had a pair of similar Puma boots years ago.These are almost identical in style and just as comfortable as I remember.If they last as long as my old ones then that makes the price tag worth it.Great.
  
","Reviewed in the United Kingdom on 6 January 2024","4.1 out of 5 stars"
